Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,7.18804,49.72773,10.95128,0.137908,10.94833,0.016049,
1.78947368421053,7.247743,49.77203,11.05191,0.225885,10.49326,0.015791,
3.57894736842105,7.084482,49.74857,11.10927,0.244773,10.66794,-0.016153,
5.36842105263158,6.902686,49.90718,11.15269,0.158209,10.46847,0.05136,
7.1578947368421,6.768691,50.01609,10.87691,0.189832,10.41143,-0.024964,
8.94736842105263,6.465262,49.91534,10.83071,0.171198,10.28241,0.010803,
10.7368421052632,6.133757,50.29684,10.85973,0.159522,10.05083,0.019733,
12.5263157894737,5.620914,50.71512,10.63189,0.137564,9.377662,0.058946,
14.3157894736842,6.703554,51.4213,9.660328,0.134742,8.529962,0.015147,
16.1052631578947,37.27428,48.8005,2.210626,0.230978,16.58289,0.183472,
17.8947368421053,44.68204,41.19975,0.374382,0.232105,16.28599,0.201176,
19.6842105263158,45.34937,40.88449,0.288316,0.241551,15.32102,0.258427,
21.4736842105263,45.94842,40.80589,0.265331,0.213201,14.83071,0.237188,
23.2631578947368,46.33963,40.73202,0.285289,0.25755,14.18573,0.39095,
25.0526315789474,46.69791,40.64198,0.251328,0.261635,14.08403,0.443108,
26.8421052631579,47.08237,40.62963,0.266707,0.2661,13.8857,0.382317,
28.6315789473684,47.04327,40.67029,0.234076,0.262835,13.52205,0.391142,
30.421052631579,47.34502,41.01197,0.245656,0.254925,13.47108,0.405841,
32.2105263157895,47.23944,40.83178,0.234582,0.145088,13.33849,0.38494,
34,47.29681,40.69014,0.275725,0.170278,13.10204,0.454872,
35.7894736842105,47.32645,40.66378,0.264113,0.248461,12.88698,0.402502,
37.5789473684211,47.44403,40.79048,0.23939,0.212796,13.0075,0.312351,
39.3684210526316,47.67136,40.79454,0.209875,0.174521,12.94134,0.366364,
41.1578947368421,47.75323,40.73838,0.239032,0.113685,12.76602,0.406628,
42.9473684210526,47.87769,40.62081,0.220115,0.185148,12.82741,0.446168,
44.7368421052632,47.534,40.59072,0.217989,0.195612,12.61729,0.351066,
46.5263157894737,47.63939,40.61098,0.291829,0.141896,12.65129,0.377686,
48.3157894736842,47.39796,40.41453,0.220082,0.212335,12.57919,0.395136,
50.1052631578947,47.68943,40.63938,0.215448,0.260975,12.63789,0.37857,
51.8947368421053,47.6432,40.46606,0.180901,0.177325,12.52259,0.329249,
53.6842105263158,47.59735,40.62688,0.236803,0.16428,12.58264,0.349303,
55.4736842105263,47.26962,40.74431,0.220548,0.176535,12.42089,0.41563,
57.2631578947368,47.67972,40.53256,0.211939,0.198912,12.32109,0.500818,
59.0526315789474,47.65904,40.68327,0.208423,0.177016,12.45953,0.430127,
60.8421052631579,47.61888,40.57179,0.272159,0.146818,12.43315,0.376196,
62.6315789473684,47.72872,40.56076,0.197471,0.20145,12.25502,0.375879,
64.421052631579,47.83817,40.64959,0.224605,0.171388,12.39647,0.447153,
66.2105263157895,47.91439,40.40076,0.247016,0.151603,12.28761,0.377196,
68,47.59763,40.53795,0.204626,0.173676,12.15544,0.430346,
69.7894736842105,47.48774,40.20126,0.24076,0.156546,12.0937,0.327275,
71.5789473684211,47.86465,40.7827,0.255035,0.181043,12.16167,0.462819,
73.3684210526316,47.64637,40.62782,0.198399,0.228745,12.11332,0.466003,
75.1578947368421,47.77055,40.54379,0.257184,0.187226,12.07239,0.457918,
76.9473684210527,47.83201,40.92433,0.217762,0.233517,12.14292,0.441416,
78.7368421052632,47.78143,40.43692,0.194888,0.23567,12.02518,0.418906,
80.5263157894737,47.711,40.71252,0.227474,0.153931,12.08914,0.468398,
82.3157894736842,47.82052,40.67714,0.19872,0.12197,12.14795,0.404937,
84.1052631578948,47.83273,40.74673,0.235196,0.225143,12.2058,0.443221,
85.8947368421053,47.86332,40.87637,0.218128,0.165288,12.16495,0.366336,
87.6842105263158,47.79092,40.22584,0.190324,0.193184,11.87929,0.452708,
89.4736842105263,47.7977,40.36333,0.227732,0.217776,11.95855,0.40345,
91.2631578947368,47.60973,40.60465,0.253156,0.15858,12.132,0.343222,
93.0526315789474,47.67183,40.57824,0.211043,0.166365,11.9853,0.337708,
94.8421052631579,47.97379,40.39758,0.236124,0.238016,11.93503,0.342141,
96.6315789473684,47.64333,40.64805,0.215555,0.204194,11.97338,0.394066,
98.4210526315789,47.82105,40.60412,0.204704,0.16708,12.08279,0.351428,
100.210526315789,47.91261,40.661,0.210846,0.186559,11.89985,0.386932,
102,47.86478,40.25932,0.238628,0.110308,12.10239,0.410095,
103.789473684211,47.58038,40.7952,0.221935,0.208451,11.99759,0.396968,
105.578947368421,47.5785,40.57565,0.231926,0.133143,11.7034,0.408453,
107.368421052632,47.82958,40.49622,0.238296,0.269274,11.90503,0.428902,
109.157894736842,47.78473,40.61757,0.208383,0.168394,11.74688,0.457099,
110.947368421053,47.86251,40.41481,0.182614,0.189995,11.96513,0.426826,
112.736842105263,47.31667,40.39615,0.217163,0.148788,11.84094,0.427343,
114.526315789474,47.8461,40.45994,0.19753,0.156907,12.08659,0.442357,
116.315789473684,47.64823,40.26676,0.234239,0.14337,11.92362,0.39982,
118.105263157895,47.58438,40.59399,0.210489,0.166099,11.90337,0.466296,
119.894736842105,47.7589,40.3201,0.221737,0.186898,11.85574,0.414098,
121.684210526316,48.01558,40.54523,0.187689,0.19403,11.9317,0.495914,
123.473684210526,47.89943,40.56012,0.186996,0.113405,11.96593,0.495803,
125.263157894737,47.62716,40.39769,0.191869,0.123274,11.88883,0.352878,
127.052631578947,47.60038,40.38922,0.222108,0.184595,11.72413,0.337697,
128.842105263158,47.76107,40.27626,0.240563,0.22551,11.80126,0.486287,
130.631578947368,48.00877,40.50055,0.191362,0.190617,12.04816,0.323457,
132.421052631579,47.99244,40.35303,0.231411,0.157364,11.97684,0.473534,
